path,title,contentId,artistContentId,artistName,completitionYear,yearAsString,width,image,height,artistUrl,url,dictionaries,location,period,serie,genre,material,style,technique,sizeX,sizeY,diameter,auction,yearOfTrade,lastPrice,galleryName,tags,description,for_model
wikiart-master/wiki_art_saved/rembrandt/meta/rembrandt.json,A Warrior,219986,219933,Rembrandt,1627.0,1627.0,589,https://uploads4.wikiart.org/images/rembrandt/a-warrior-1627.jpg!Large.jpg,800,rembrandt,a-warrior-1627,"[400, 519, 0]",,,,"portrait, tronie",,Baroque,,29.0,40.0,,,,,Private Collection,"male-portraits, Lady",,1.0
wikiart-master/wiki_art_saved/rembrandt/meta/rembrandt.json,David Offering the Head of Goliath to King Saul,220115,219933,Rembrandt,1627.0,1627.0,1040,https://uploads6.wikiart.org/images/rembrandt/david-offering-the-head-of-goliath-to-king-saul-1627.jpg!Large.jpg,720,rembrandt,david-offering-the-head-of-goliath-to-king-saul-1627,"[400, 494]",,,,religious painting,,Baroque,,27.5,29.5,,,,,"Kunstmuseum Basel, Basel, Switzerland",Mythology,,1.0
wikiart-master/wiki_art_saved/rembrandt/meta/rembrandt.json,St. Paul in Prison,220534,219933,Rembrandt,1627.0,1627.0,639,https://uploads3.wikiart.org/images/rembrandt/st-paul-in-prison-1627.jpg!Large.jpg,777,rembrandt,st-paul-in-prison-1627,"[400, 494]",,,,religious painting,,Baroque,,60.0,73.0,,,,,Private Collection,"St.-Paul, prisons-and-prisoners, Sitting",,1.0
wikiart-master/wiki_art_saved/rembrandt/meta/rembrandt.json,The flight into Egypt a sketch,220603,219933,Rembrandt,1627.0,1627.0,807,https://uploads7.wikiart.org/images/rembrandt/the-flight-into-egypt-a-sketch-1627.jpg!Large.jpg,960,rembrandt,the-flight-into-egypt-a-sketch-1627,"[400, 1192]",,,,sketch and study,,Baroque,,,,,,,,,"Christianity, Holy-Family, Flight-into-Egypt",,
wikiart-master/wiki_art_saved/rembrandt/meta/rembrandt.json,The rich fool,326870,219933,Rembrandt,1627.0,1627.0,1292,https://uploads8.wikiart.org/images/rembrandt/the-rich-fool-1627.jpg!Large.jpg,978,rembrandt,the-rich-fool-1627,"[494, 400, 6721]",,,,religious painting,,"Baroque, Tenebrism",,42.0,32.0,,,,,"Gemäldegalerie, Berlin, Germany",,"Rembrandt illustrates the parable of the rich fool, as told in Luke 12. At night a rich man studies one of his golden coins.

In the early 17th century a stack of books was often used as a symbol of vanity. The Hebrew letters suggest a biblical setting.

The usual interpretation of the parable is that there is no point in spending a life gathering wealth. After all, onced you die money is of no use. It might even get into the hands of people who do not deserve it. It is therefore thought to be wiser to be ""rich toward God"".

The alternative title is ""The Money Changer"".",1.0
wikiart-master/wiki_art_saved/rembrandt/meta/rembrandt.json,Beggar man and woman,220053,219933,Rembrandt,1628.0,1628.0,1000,https://uploads6.wikiart.org/images/rembrandt/beggar-man-and-woman-1628.jpg!Large.jpg,1280,rembrandt,beggar-man-and-woman-1628,"[400, 502]",,,,genre painting,,Baroque,,,,,,,,,"Sketch, beggar",,1.0
wikiart-master/wiki_art_saved/rembrandt/meta/rembrandt.json,"Bust of an Old Woman, Rembrandt`s Mother",220078,219933,Rembrandt,1628.0,1628.0,753,https://uploads7.wikiart.org/images/rembrandt/bust-of-an-old-woman-rembrandt-s-mother-1628.jpg!Large.jpg,802,rembrandt,bust-of-an-old-woman-rembrandt-s-mother-1628,"[400, 519]",,,,portrait,,Baroque,,6.0,6.0,,,,,,"Sketch, Head, Facial hair, Figure drawing",,1.0
wikiart-master/wiki_art_saved/rembrandt/meta/rembrandt.json,Man Pulling a Rope,220229,219933,Rembrandt,1628.0,1628.0,528,https://uploads4.wikiart.org/images/rembrandt/man-pulling-a-rope-1628.jpg!Large.jpg,821,rembrandt,man-pulling-a-rope-1628,"[400, 502]",,,,genre painting,,Baroque,,,,,,,,,"Figure drawing, Sketch, Standing, Human",,1.0
wikiart-master/wiki_art_saved/rembrandt/meta/rembrandt.json,Portrait of Rembrandt van Rijn,220375,219933,Rembrandt,1628.0,1628.0,1238,https://uploads2.wikiart.org/images/rembrandt/portrait-of-rembrandt-van-rijn.jpg!Large.jpg,1600,rembrandt,portrait-of-rembrandt-van-rijn,"[400, 519, 6721]",,,,portrait,,"Baroque, Tenebrism",,44.5,57.0,,,,,,Lady,,1.0
wikiart-master/wiki_art_saved/rembrandt/meta/rembrandt.json,Presentation in the Temple,220389,219933,Rembrandt,1628.0,1628.0,630,https://uploads3.wikiart.org/images/rembrandt/presentation-in-the-temple-1628.jpg!Large.jpg,806,rembrandt,presentation-in-the-temple-1628,"[400, 494]",,,,religious painting,,Baroque,,43.0,55.0,,,,,,,,1.0
wikiart-master/wiki_art_saved/rembrandt/meta/rembrandt.json,Samson And Delilah,220408,219933,Rembrandt,1628.0,1628.0,773,https://uploads4.wikiart.org/images/rembrandt/samson-and-delilah-1628.jpg!Large.jpg,1000,rembrandt,samson-and-delilah-1628,"[400, 494]",,,,religious painting,,Baroque,,61.4,40.0,,,,,Private Collection,,,1.0
wikiart-master/wiki_art_saved/rembrandt/meta/rembrandt.json,Self-portrait as a Young Man,220465,219933,Rembrandt,1628.0,1628.0,831,https://uploads3.wikiart.org/00364/images/rembrandt/831px-self-portrait-as-a-young-man-by-rembrandt.jpg!Large.jpg,1024,rembrandt,self-portrait-as-a-young-man,"[400, 520, 0]",,,,"self-portrait, tronie",,Baroque,,22.5,18.6,,,,,"Rijksmuseum, Amsterdam, Netherlands","Hair, Face, Hairstyle, Chin, Head, Forehead, Nose, Cheek, Neck",,1.0
wikiart-master/wiki_art_saved/rembrandt/meta/rembrandt.json,Self-Portrait Leaning Forward (bust),220484,219933,Rembrandt,1628.0,1628.0,1202,https://uploads2.wikiart.org/images/rembrandt/self-portrait-leaning-forward-bust-1628.jpg!Large.jpg,1280,rembrandt,self-portrait-leaning-forward-bust-1628,"[400, 520, 0]",,,,"self-portrait, tronie",,Baroque,,,,,,,,,"Head, Facial hair, Line",,1.0
wikiart-master/wiki_art_saved/rembrandt/meta/rembrandt.json,"Self-Portrait, Leaning Forward (Listening)",220507,219933,Rembrandt,1628.0,1628.0,1061,https://uploads7.wikiart.org/images/rembrandt/self-portrait-leaning-forward-listening-1628.jpg!Large.jpg,1280,rembrandt,self-portrait-leaning-forward-listening-1628,"[400, 520, 0]",,,,"self-portrait, tronie",,Baroque,,,,,,,,,"Head, Facial hair, Sketch",,1.0
wikiart-master/wiki_art_saved/rembrandt/meta/rembrandt.json,Two Old Men Disputing,220713,219933,Rembrandt,1628.0,1628.0,792,https://uploads2.wikiart.org/images/rembrandt/two-old-men-disputing.jpg!Large.jpg,1000,rembrandt,two-old-men-disputing,"[400, 502, 6721]",,,,genre painting,,"Baroque, Tenebrism",,72.3,59.5,,,,,Private Collection,Human body,,1.0
wikiart-master/wiki_art_saved/rembrandt/meta/rembrandt.json,The Artist In His Studio,220565,219933,Rembrandt,1628.0,1628.0,1000,https://uploads5.wikiart.org/images/rembrandt/the-artist-in-his-studio.jpg!Large.jpg,785,rembrandt,the-artist-in-his-studio,"[400, 502]",,,,genre painting,,Baroque,,,,,,,,"Museum of Fine Arts (MFA), Boston, MA, US",,,1.0
wikiart-master/wiki_art_saved/rembrandt/meta/rembrandt.json,Beggar in a High Cap Standing,220050,219933,Rembrandt,1629.0,1629.0,996,https://uploads6.wikiart.org/images/rembrandt/beggar-in-a-high-cap-standing-1629.jpg!Large.jpg,1280,rembrandt,beggar-in-a-high-cap-standing-1629,"[400, 502]",,,,genre painting,,Baroque,,15.6,12.0,,,,,,"Sketch, Line, beggar",,1.0
wikiart-master/wiki_art_saved/rembrandt/meta/rembrandt.json,Beggar with a crippled hand leaning on a stick,220057,219933,Rembrandt,1629.0,1629.0,662,https://uploads5.wikiart.org/images/rembrandt/beggar-with-a-crippled-hand-leaning-on-a-stick-1629.jpg!Large.jpg,1280,rembrandt,beggar-with-a-crippled-hand-leaning-on-a-stick-1629,"[400, 502]",,,,genre painting,,Baroque,,,,,,,,,beggar,,1.0
wikiart-master/wiki_art_saved/rembrandt/meta/rembrandt.json,David Playing The Harp To Saul,220116,219933,Rembrandt,1629.0,1629.0,818,https://uploads2.wikiart.org/images/rembrandt/david-playing-the-harp-to-saul.jpg!Large.jpg,1000,rembrandt,david-playing-the-harp-to-saul,"[400, 494, 6721]",,,,religious painting,,"Baroque, Tenebrism",,61.8,50.2,,,,,Private Collection,"Old-Testament, Saul, David",,1.0
wikiart-master/wiki_art_saved/rembrandt/meta/rembrandt.json,Man with a Magnifying Glass,220232,219933,Rembrandt,1629.0,1629.0,809,https://uploads4.wikiart.org/images/rembrandt/man-with-a-magnifying-glass-1629.jpg!Large.jpg,1031,rembrandt,man-with-a-magnifying-glass-1629,"[400, 519, 6721]",,,,portrait,,"Baroque, Tenebrism",,,,,,,,,,,1.0
wikiart-master/wiki_art_saved/rembrandt/meta/rembrandt.json,Old beggar woman with a gourd,220265,219933,Rembrandt,1629.0,1629.0,655,https://uploads6.wikiart.org/images/rembrandt/old-beggar-woman-with-a-gourd-1629.jpg!Large.jpg,1280,rembrandt,old-beggar-woman-with-a-gourd-1629,"[400, 502]",,,,genre painting,,Baroque,,,,,,,,,beggar,,1.0
wikiart-master/wiki_art_saved/rembrandt/meta/rembrandt.json,Old man Sleeping,220273,219933,Rembrandt,1629.0,1629.0,630,https://uploads2.wikiart.org/images/rembrandt/old-man-sleeping-1629.jpg!Large.jpg,809,rembrandt,old-man-sleeping-1629,"[400, 519]",,,,portrait,,Baroque,,41.0,52.0,,,,,"Sabauda Gallery, Turin, Italy",,,1.0
wikiart-master/wiki_art_saved/rembrandt/meta/rembrandt.json,Peter and John at the gate of the Temple,220287,219933,Rembrandt,1629.0,1629.0,732,https://uploads8.wikiart.org/images/rembrandt/peter-and-john-at-the-gate-of-the-temple-1629.jpg!Large.jpg,960,rembrandt,peter-and-john-at-the-gate-of-the-temple-1629,"[400, 494]",,,,religious painting,,Baroque,,17.0,26.0,,,,,,"Tree, Organism",,1.0
wikiart-master/wiki_art_saved/rembrandt/meta/rembrandt.json,Repentant Judas Returning The Pieces Of Silver,220401,219933,Rembrandt,1629.0,1629.0,1000,https://uploads5.wikiart.org/images/rembrandt/repentant-judas-returning-the-pieces-of-silver-1629.jpg!Large.jpg,767,rembrandt,repentant-judas-returning-the-pieces-of-silver-1629,"[400, 494, 6721]",,,,religious painting,,"Baroque, Tenebrism",,79.0,102.3,,,,,Private Collection,Darkness,,1.0
wikiart-master/wiki_art_saved/rembrandt/meta/rembrandt.json,Seated beggar and his dog,220425,219933,Rembrandt,1629.0,1629.0,972,https://uploads2.wikiart.org/images/rembrandt/seated-beggar-and-his-dog-1629.jpg!Large.jpg,1280,rembrandt,seated-beggar-and-his-dog-1629,"[400, 502]",,,,genre painting,,Baroque,,,,,,,,,beggar,,1.0
wikiart-master/wiki_art_saved/rembrandt/meta/rembrandt.json,Self-portrait,220431,219933,Rembrandt,1629.0,1629.0,458,https://uploads8.wikiart.org/images/rembrandt/self-portrait-1629.jpg!Large.jpg,600,rembrandt,self-portrait-1629,"[400, 520, 6721]",,,,self-portrait,,"Baroque, Tenebrism",,,,,,,,,"Lady, Gentleman",,1.0
wikiart-master/wiki_art_saved/rembrandt/meta/rembrandt.json,Self-portrait at an early age,220467,219933,Rembrandt,1629.0,1629.0,1268,https://uploads6.wikiart.org/images/rembrandt/self-portrait-at-an-early-age-1629.jpg!Large.jpg,1511,rembrandt,self-portrait-at-an-early-age-1629,"[400, 520, 0]",,,,"self-portrait, tronie",,Baroque,,15.5,12.7,,,,,"Alte Pinakothek, Munich, Germany","Face, Head, Chin",,1.0
wikiart-master/wiki_art_saved/rembrandt/meta/rembrandt.json,Self-Portrait in a Gorget,220476,219933,Rembrandt,1629.0,1629.0,813,https://uploads6.wikiart.org/images/rembrandt/self-portrait-in-a-gorget.jpg!Large.jpg,1000,rembrandt,self-portrait-in-a-gorget,"[400, 520, 6721]",,,,self-portrait,,"Baroque, Tenebrism",,31.0,38.2,,,,,Private Collection,Lady,,1.0
wikiart-master/wiki_art_saved/rembrandt/meta/rembrandt.json,Self-Portrait in a Plumed Hat,220478,219933,Rembrandt,1629.0,1629.0,818,https://uploads6.wikiart.org/images/rembrandt/self-portrait-in-a-plumed-hat-1629.jpg!Large.jpg,1000,rembrandt,self-portrait-in-a-plumed-hat-1629,"[400, 520, 6721]",,,,self-portrait,,"Baroque, Tenebrism",,89.5,73.5,,,,,Private Collection,"self-portrait, Hat",,1.0
wikiart-master/wiki_art_saved/rembrandt/meta/rembrandt.json,St. Paul in meditation,220533,219933,Rembrandt,1629.0,1629.0,336,https://uploads7.wikiart.org/images/rembrandt/st-paul-in-meditation-1629.jpg!Large.jpg,394,rembrandt,st-paul-in-meditation-1629,"[400, 1192]",,,,sketch and study,,Baroque,,,,,,,,,Sketch,,
wikiart-master/wiki_art_saved/rembrandt/meta/rembrandt.json,Standing Beggar Turned to the Right,220537,219933,Rembrandt,1629.0,1629.0,510,https://uploads3.wikiart.org/images/rembrandt/standing-beggar-turned-to-the-right-1629.jpg!Large.jpg,863,rembrandt,standing-beggar-turned-to-the-right-1629,"[400, 1192]",,,,sketch and study,,Baroque,,17.0,29.0,,,,,,"Sketch, Figure drawing, Standing, beggar",,
wikiart-master/wiki_art_saved/rembrandt/meta/rembrandt.json,The blindness of Tobit,220579,219933,Rembrandt,1629.0,1629.0,923,https://uploads8.wikiart.org/images/rembrandt/the-blindness-of-tobit-1629.jpg!Large.jpg,1280,rembrandt,the-blindness-of-tobit-1629,"[400, 494]",,,,religious painting,,Baroque,,,,,,,,,Sketch,,1.0
wikiart-master/wiki_art_saved/rembrandt/meta/rembrandt.json,The raising of the cross,220644,219933,Rembrandt,1629.0,1629.0,1286,https://uploads1.wikiart.org/images/rembrandt/the-raising-of-the-cross-1629.jpg!Large.jpg,1663,rembrandt,the-raising-of-the-cross-1629,"[400, 1192]",,,,sketch and study,,Baroque,,,,,,,,"Museum Boijmans van Beuningen, Rotterdam, Netherlands",,,
wikiart-master/wiki_art_saved/rembrandt/meta/rembrandt.json,The small lion hunt with two lions,220665,219933,Rembrandt,1629.0,1629.0,1023,https://uploads2.wikiart.org/images/rembrandt/the-small-lion-hunt-with-two-lions-1629.jpg!Large.jpg,1280,rembrandt,the-small-lion-hunt-with-two-lions-1629,"[400, 1192]",,,,sketch and study,,Baroque,,,,,,,,,Sketch,,
wikiart-master/wiki_art_saved/rembrandt/meta/rembrandt.json,The Young Rembrandt as Democritus the Laughing Philosopher,220693,219933,Rembrandt,1629.0,1629.0,488,https://uploads8.wikiart.org/images/rembrandt/the-young-rembrandt-as-democritus-the-laughing-philosopher-1629.jpg!Large.jpg,640,rembrandt,the-young-rembrandt-as-democritus-the-laughing-philosopher-1629,"[400, 502, 0]",,,,"genre painting, tronie",,Baroque,,,,,,,,Private Collection,Lady,,1.0
wikiart-master/wiki_art_saved/rembrandt/meta/rembrandt.json,"Self-portrait, Open Mouthed",220508,219933,Rembrandt,1629.0,1629.0,612,https://uploads7.wikiart.org/images/rembrandt/self-portrait-open-mouthed.jpg!Large.jpg,800,rembrandt,self-portrait-open-mouthed,"[400, 1192, 0]",,,,"sketch and study, tronie",,Baroque,,9.0,12.0,,,,,"British Museum, London, UK","Head, Nose, Cheek, Sketch",,
wikiart-master/wiki_art_saved/rembrandt/meta/rembrandt.json,The Supper at Emmaus,220674,219933,Rembrandt,1629.0,1629.0,874,https://uploads1.wikiart.org/images/rembrandt/the-supper-at-emmaus.jpg!Large.jpg,774,rembrandt,the-supper-at-emmaus,"[400, 494]",,,,religious painting,,Baroque,,42.0,37.0,,,,,"Musée Jacquemart-André, Paris, France",Sky,,1.0
wikiart-master/wiki_art_saved/rembrandt/meta/rembrandt.json,Self-portrait,220462,219933,Rembrandt,1629.0,1629.0,1037,https://uploads5.wikiart.org/images/rembrandt/self-portrait-9.jpg!Large.jpg,1280,rembrandt,self-portrait-9,"[400, 520, 0]",,,,"self-portrait, tronie",,Baroque,,,,,,,,"Rijksmuseum, Amsterdam, Netherlands","Head, Nose, Sketch",,1.0
wikiart-master/wiki_art_saved/rembrandt/meta/rembrandt.json,Self-portrait,220463,219933,Rembrandt,1629.0,1629.0,2892,https://uploads6.wikiart.org/images/rembrandt/self-portrait-10.jpg!Large.jpg,3844,rembrandt,self-portrait-10,"[400, 1192, 0]",,,,"sketch and study, tronie",,Baroque,,,,,,,,"Rijksmuseum, Amsterdam, Netherlands","Head, Cheek, Sketch",,
wikiart-master/wiki_art_saved/rembrandt/meta/rembrandt.json,Self-portrait with Gorget and Beret,220494,219933,Rembrandt,1629.0,1629.0,600,https://uploads7.wikiart.org/images/rembrandt/self-portrait-with-gorget-and-beret.jpg!Large.jpg,777,rembrandt,self-portrait-with-gorget-and-beret,"[400, 520, 0, 6721]",,,,"self-portrait, tronie",,"Baroque, Tenebrism",,33.0,43.0,,,,,,"Chin, Headgear",,1.0
wikiart-master/wiki_art_saved/rembrandt/meta/rembrandt.json,A Beggar Sitting in an Elbow Chair,219940,219933,Rembrandt,1630.0,1630.0,544,https://uploads2.wikiart.org/images/rembrandt/a-beggar-sitting-in-an-elbow-chair-1630.jpg!Large.jpg,792,rembrandt,a-beggar-sitting-in-an-elbow-chair-1630,"[400, 502]",,,,genre painting,,Baroque,,8.0,12.0,,,,,,"Figure drawing, Sketch, beggar",,1.0
wikiart-master/wiki_art_saved/rembrandt/meta/rembrandt.json,A Beggar Warming his Hands over a Chafing Dish,219942,219933,Rembrandt,1630.0,1630.0,520,https://uploads5.wikiart.org/images/rembrandt/a-beggar-warming-his-hands-over-a-chafing-dish-1630.jpg!Large.jpg,837,rembrandt,a-beggar-warming-his-hands-over-a-chafing-dish-1630,"[400, 502]",,,,genre painting,,Baroque,,5.0,8.0,,,,,,"Sketch, Text, beggar",,1.0
wikiart-master/wiki_art_saved/rembrandt/meta/rembrandt.json,A Beggar with a Wooden Leg,219943,219933,Rembrandt,1630.0,1630.0,504,https://uploads3.wikiart.org/images/rembrandt/a-beggar-with-a-wooden-leg-1630.jpg!Large.jpg,828,rembrandt,a-beggar-with-a-wooden-leg-1630,"[400, 502]",,,,genre painting,,Baroque,,7.0,11.0,,,,,,"Sketch, Figure drawing, beggar",,1.0
wikiart-master/wiki_art_saved/rembrandt/meta/rembrandt.json,A Man in a Room,219953,219933,Rembrandt,1630.0,1630.0,489,https://uploads1.wikiart.org/images/rembrandt/a-man-in-a-room-1630.jpg!Large.jpg,579,rembrandt,a-man-in-a-room-1630,"[400, 502]",,,,genre painting,,Baroque,,,,,,,,,"solitude, Light, Darkness, Shadow, Room, Tints and shades",,1.0
wikiart-master/wiki_art_saved/rembrandt/meta/rembrandt.json,A Study of a Woman Asleep,219981,219933,Rembrandt,1630.0,1630.0,603,https://uploads2.wikiart.org/images/rembrandt/a-study-of-a-woman-asleep-1630.jpg!Large.jpg,780,rembrandt,a-study-of-a-woman-asleep-1630,"[400, 1192]",,,,sketch and study,,Baroque,,22.0,25.0,,,,,,"leisure-and-sleep, Sketch, Figure drawing, Long hair",,
wikiart-master/wiki_art_saved/rembrandt/meta/rembrandt.json,An Old Man in Military Costume (formerly called Portrait of Rembrandt's Father),220024,219933,Rembrandt,1630.0,1630.0,1002,https://uploads0.wikiart.org/images/rembrandt/an-old-man-in-military-costume-formerly-called-portrait-of-rembrandt-s-father-1630.jpg!Large.jpg,1280,rembrandt,an-old-man-in-military-costume-formerly-called-portrait-of-rembrandt-s-father-1630,"[400, 519]",,,,portrait,,Baroque,,51.0,65.0,,,,,,,,1.0
wikiart-master/wiki_art_saved/rembrandt/meta/rembrandt.json,An Old Man with a Beard,220027,219933,Rembrandt,1630.0,1630.0,720,https://uploads0.wikiart.org/images/rembrandt/an-old-man-with-a-beard-1630.jpg!Large.jpg,859,rembrandt,an-old-man-with-a-beard-1630,"[400, 519]",,,,portrait,,Baroque,,8.0,10.0,,,,,,"Facial hair, Beard, Sketch",,1.0
wikiart-master/wiki_art_saved/rembrandt/meta/rembrandt.json,An Old Man with a Bushy Beard,220029,219933,Rembrandt,1630.0,1630.0,600,https://uploads6.wikiart.org/images/rembrandt/an-old-man-with-a-bushy-beard-1630.jpg!Large.jpg,820,rembrandt,an-old-man-with-a-bushy-beard-1630,"[400, 1192]",,,,sketch and study,,Baroque,,8.0,12.0,,,,,,Sketch,,
wikiart-master/wiki_art_saved/rembrandt/meta/rembrandt.json,An Old Man with a Large Beard,220030,219933,Rembrandt,1630.0,1630.0,680,https://uploads6.wikiart.org/images/rembrandt/an-old-man-with-a-large-beard-1630.jpg!Large.jpg,808,rembrandt,an-old-man-with-a-large-beard-1630,"[400, 519]",,,,portrait,,Baroque,,8.0,9.0,,,,,,"Facial hair, Sketch",,1.0
wikiart-master/wiki_art_saved/rembrandt/meta/rembrandt.json,"Beggar leaning on a stick, facing left",220051,219933,Rembrandt,1630.0,1630.0,724,https://uploads5.wikiart.org/images/rembrandt/beggar-leaning-on-a-stick-facing-left-1630.jpg!Large.jpg,1280,rembrandt,beggar-leaning-on-a-stick-facing-left-1630,"[400, 502]",,,,genre painting,,Baroque,,,,,,,,,"Sketch, beggar",,1.0
wikiart-master/wiki_art_saved/rembrandt/meta/rembrandt.json,Beggar man and beggar woman conversing,220052,219933,Rembrandt,1630.0,1630.0,1070,https://uploads6.wikiart.org/images/rembrandt/beggar-man-and-beggar-woman-conversing-1630.jpg!Large.jpg,1280,rembrandt,beggar-man-and-beggar-woman-conversing-1630,"[400, 502]",,,,genre painting,,Baroque,,,,,,,,,beggar,,1.0
wikiart-master/wiki_art_saved/rembrandt/meta/rembrandt.json,Beggar seated warming his hands at a chafing dish,220056,219933,Rembrandt,1630.0,1630.0,844,https://uploads8.wikiart.org/images/rembrandt/beggar-seated-warming-his-hands-at-a-chafing-dish-1630.jpg!Large.jpg,1280,rembrandt,beggar-seated-warming-his-hands-at-a-chafing-dish-1630,"[400, 502]",,,,genre painting,,Baroque,,,,,,,,,"Sketch, Sitting, beggar",,1.0
wikiart-master/wiki_art_saved/rembrandt/meta/rembrandt.json,Beggar Woman Leaning on a Stick,220059,219933,Rembrandt,1630.0,1630.0,349,https://uploads8.wikiart.org/images/rembrandt/beggar-woman-leaning-on-a-stick-1630.jpg!Large.jpg,390,rembrandt,beggar-woman-leaning-on-a-stick-1630,"[400, 502]",,,,genre painting,,Baroque,,,,,,,,,beggar,,1.0
wikiart-master/wiki_art_saved/rembrandt/meta/rembrandt.json,"Bust of an old man with a flowing beard, the head bowed forward, the left shoulder unshaded",220076,219933,Rembrandt,1630.0,1630.0,1130,https://uploads3.wikiart.org/images/rembrandt/bust-of-an-old-man-with-a-flowing-beard-the-head-bowed-forward-the-left-shoulder-unshaded-1630.jpg!Large.jpg,1280,rembrandt,bust-of-an-old-man-with-a-flowing-beard-the-head-bowed-forward-the-left-shoulder-unshaded-1630,"[400, 519, 0]",,,,"portrait, tronie",,Baroque,,,,,,,,,Facial hair,,1.0
wikiart-master/wiki_art_saved/rembrandt/meta/rembrandt.json,Christ disputing with the doctors,220094,219933,Rembrandt,1630.0,1630.0,972,https://uploads1.wikiart.org/images/rembrandt/christ-disputing-with-the-doctors-1630.jpg!Large.jpg,1280,rembrandt,christ-disputing-with-the-doctors-1630,"[400, 1192]",,,,sketch and study,,Baroque,,,,,,,,,,,
