title,contentId,artistName,completitionYear,image,artistUrl,genre,material,style,technique,for_model,artistUrl_in_images
The Herring Packers Tower with the City Inn in the Background,9223372032559847882,Storck Abraham,1687.0,https://uploads8.wikiart.org/00281/images/abraham-storck/sa-6074-de-haringpakkerstoren-met-de-stadsherberg-op-de-achtergrond-de-haringpakkerstoren-met-op-de.jpg!Large.jpg,abraham-storck,marina,,Baroque,,1.0,1.0
"Departure of William III from Hellevoetsluis, 19 October 1688",9223372032559847868,Storck Abraham,1688.0,https://uploads7.wikiart.org/00281/images/abraham-storck/embarquement-de-guillaume-d-orange-pour-l-angleterre-en-1688-1.jpg!Large.jpg,abraham-storck,marina,,Baroque,,1.0,1.0
Embarkation of Soldiers near the Montelbaanstoren,9223372032559847873,Storck Abraham,1690.0,https://uploads4.wikiart.org/00281/images/abraham-storck/mk49519-embarkation-of-company-tropps-at-the-montelbaan-tower-1682-1.jpg!Large.jpg,abraham-storck,marina,,Baroque,,1.0,1.0
View of Amsterdam with the Ij,9223372032559847809,Storck Abraham,1690.0,https://uploads0.wikiart.org/00281/images/abraham-storck/1690-storck-ansicht-von-amsterdam-mit-dem-ij-anagoria-1.JPG!Large.JPG,abraham-storck,marina,,Baroque,,1.0,1.0
"The Arrival of the Russian Embassy in Amsterdam, 29 August 1697",9223372032559847804,Storck Abraham,1697.0,https://uploads1.wikiart.org/00281/images/abraham-storck/bezoek-van-het-moskovisch-gezantschap-aan-amsterdam-29-augustus-1697-rijksmuseum-sk-a-2132.jpeg!Large.jpeg,abraham-storck,marina,,Baroque,,1.0,1.0
Onrust Island near Batavia,9223372032559847885,Storck Abraham,1699.0,https://uploads0.wikiart.org/00281/images/abraham-storck/sb-5820-het-eiland-onrust-bij-batavia.jpg!Large.jpg,abraham-storck,marina,,Baroque,,1.0,1.0
Onrust Island near Batavia,9223372032559847801,Storck Abraham,1699.0,https://uploads7.wikiart.org/00281/images/abraham-storck/het-eiland-onrust-bij-batavia-the-island-onrust-near-batavia-abraham-storck-1699.jpg!Large.jpg,abraham-storck,marina,,Baroque,,1.0,1.0
Het Fregat Pieter En Paul Op Het Ij-het Met Medewerking Van Czaar Peter De Grote in Januari 1698 Voltooide Fregat Pieter En Paul Op Het Ij-the Frigate ‘peter and Paul’ on the River Ij,9223372032559847881,Storck Abraham,1700.0,https://uploads8.wikiart.org/00281/images/abraham-storck/sa-5611-het-fregat-pieter-en-paul-op-het-ij-het-met-medewerking-van-czaar-peter-de-grote-in-januari.jpg!Large.jpg,abraham-storck,marina,,Baroque,,1.0,1.0
Peter Der Große Inspiziert Ein Schiff Bei Amsterdam,9223372032559847848,Storck Abraham,1700.0,https://uploads8.wikiart.org/00281/images/abraham-storck/abraham-storck-peter-the-great-inspecting-a-ship-at-amsterdam-1.jpg!Large.jpg,abraham-storck,marina,,Baroque,,1.0,1.0
Shipping off Amsterdam,9223372032559847854,Storck Abraham,1700.0,https://uploads2.wikiart.org/00281/images/abraham-storck/abraham-storck-shipping-off-amsterdam-1.jpg!Large.jpg,abraham-storck,marina,,Baroque,,1.0,1.0
Spiegelgevecht op het IJ te Amsterdam ter ere van het bezoek van Tsaar Peter de Grote op 1 september 1697,9223372032559847889,Storck Abraham,1705.0,https://uploads0.wikiart.org/00281/images/abraham-storck/spiegelgevecht-op-het-ij-te-amsterdam-ter-ere-van-het-bezoek-van-tsaar-peter-de-grote-op-1-september.jpg!Large.jpg,abraham-storck,marina,,Baroque,,1.0,1.0
An English Yacht Saluting a Dutch Man-of-war in the Port of Rotterdam,9223372032559847799,Storck Abraham,1708.0,https://uploads4.wikiart.org/00281/images/abraham-storck/storck-abraham-an-english-yacht-saluting-a-dutch-man-of-war-in-the-port-of-rotterdam-google-art.jpg!Large.jpg,abraham-storck,marina,,Baroque,,1.0,1.0
Port méditerranéen : vue d'une porte monumentale - Partie d'un ensemble de peintures,9223372032559906778,Storck Abraham,,https://uploads5.wikiart.org/00443/images/abraham-storck/eyjidwnrzxqioijvcgfjlxbyb2qtbwvkaweilcjrzxkioijib3jkzwf1efwvb3diytayxc84nzq3ngq0nc00ntc0ltq1ngutytlk.jpg!Large.jpg,abraham-storck,marina,,Baroque,,1.0,1.0
A Dutch Harbour Scene with Ships and Bathers,9223372032559847894,Storck Abraham,,https://uploads2.wikiart.org/00281/images/abraham-storck/abraham-storck-a-dutch-harbour-scenefxd.jpg!Large.jpg,abraham-storck,marina,,Baroque,,1.0,1.0
"A View of Nafplion in Greece, with Dutch Indiamen, Galleys and Other Vessels Offshore",9223372032559847895,Storck Abraham,,https://uploads7.wikiart.org/00281/images/abraham-storck/a-view-of-nafplion-in-greece-with-dutch-indiamen-by-abraham-storck-oil-on-canvas.jpg!Large.jpg,abraham-storck,marina,,Baroque,,1.0,1.0
Ships Passing a Windmill,9223372032559847888,Storck Abraham,,https://uploads8.wikiart.org/00281/images/abraham-storck/ships-passing-a-windmill-rmg-bhc0933.jpg!Large.jpg,abraham-storck,marina,,Baroque,,1.0,1.0
Marine,9223372032559847890,Storck Abraham,,https://uploads7.wikiart.org/00281/images/abraham-storck/abraham-storck-o1.JPG!Large.JPG,abraham-storck,marina,,Baroque,,1.0,1.0
Southern Harbour Scene with Merchants,9223372032559847891,Storck Abraham,,https://uploads1.wikiart.org/00281/images/abraham-storck/storck-harbour-scene.jpg!Large.jpg,abraham-storck,"cityscape, genre painting",,Baroque,,1.0,1.0
Dutch Ships on Choppy Coastal Waters by a Spit of Land with a Beacon,9223372032559847892,Storck Abraham,,https://uploads8.wikiart.org/00281/images/abraham-storck/dutch-ships-on-choppy-coastal-waters-by-a-spit-of-land-by-abraham-storck.jpg!Large.jpg,abraham-storck,"marina, cloudscape",,Baroque,,1.0,1.0
A Dutch Harbour Scene with Ships and Bathers,9223372032559847893,Storck Abraham,,https://uploads8.wikiart.org/00281/images/abraham-storck/abraham-storck-a-dutch-harbour-scene.jpg!Large.jpg,abraham-storck,marina,,Baroque,,1.0,1.0
Hollandse Straatvaarders Bij Een Haven Aan De Middellandse Zee-hollandse Straatvaarders Bij Een Middellandse-zeehaven-zeegezicht,9223372032559847883,Storck Abraham,,https://uploads8.wikiart.org/00281/images/abraham-storck/sa-8317-hollandse-straatvaarders-bij-een-haven-aan-de-middellandse-zee-hollandse-straatvaarders-bij.jpg!Large.jpg,abraham-storck,marina,,Baroque,,1.0,1.0
"SHIPPING ON THE IJ, WITH A VIEW OF AMSTERDAM BEYOND",9223372032559847887,Storck Abraham,,https://uploads4.wikiart.org/00281/images/abraham-storck/shipping-on-the-ij-with-a-view-of-amsterdam-beyond.png!Large.png,abraham-storck,marina,,Baroque,,1.0,1.0
Hollandse Straatvaarders Bij Een Haven Aan De Middellandse Zee-hollandse Straatvaarders Bij Een Middellandse-zeehaven-dutch Ships in a Mediterranean Roadstead,9223372032559847884,Storck Abraham,,https://uploads8.wikiart.org/00281/images/abraham-storck/sa-8318-hollandse-straatvaarders-bij-een-haven-aan-de-middellandse-zee-hollandse-straatvaarders-bij.jpg!Large.jpg,abraham-storck,marina,,Baroque,,1.0,1.0
The Rokin with the Stock Exchange of Hendrick De Keijser,9223372032559847878,Storck Abraham,,https://uploads4.wikiart.org/00281/images/abraham-storck/sa-1759-het-rokin-met-de-beurs-het-rokin-naar-het-noorden-gezien-met-de-nieuwezijds-kapel-en-de.jpg!Large.jpg,abraham-storck,"marina, cityscape",,Baroque,,1.0,1.0
Embarkation of Soldiers near the Montelbaanstoren,9223372032559847879,Storck Abraham,,https://uploads1.wikiart.org/00281/images/abraham-storck/sa-21-het-scheepgaan-van-compagnietroepen-bij-de-montelbaanstoren.jpg!Large.jpg,abraham-storck,marina,,Baroque,,1.0,1.0
"A Mock Sea Battle on the Ij, in Honour of the Russian Ambassadors-mock Battle on the Ij on the Occasion of Czar Peter the Great's Visit, 1 September 1697",9223372032559847880,Storck Abraham,,https://uploads2.wikiart.org/00281/images/abraham-storck/sa-22993-het-spiegelgevecht-op-het-ij-ter-ere-van-het-moskovisch-gezantschap-1-september-1697.jpg!Large.jpg,abraham-storck,marina,,Baroque,,1.0,1.0
Mouth of the Mediterranean at Low Tide,9223372032559847874,Storck Abraham,,https://uploads0.wikiart.org/00281/images/abraham-storck/mouth-of-the-mediterranean-at-low-tide-by-abraham-jansz-storck-1.jpg!Large.jpg,abraham-storck,"marina, landscape",,Baroque,,1.0,1.0
Die Niederländische Flotte Auf Der Reede Vor Amsterdam,9223372032559847875,Storck Abraham,,https://uploads8.wikiart.org/00281/images/abraham-storck/p1350185-angers-musee-ba-abraham-stork-flotte-hollandaise-rwk-1.jpg!Large.jpg,abraham-storck,marina,,Baroque,,1.0,1.0
"Practice Fight of the Dutch Fleet in the Honour of Tzar Peter the Great, 1 Sept 1697 (fragment)",9223372032559847876,Storck Abraham,,https://uploads6.wikiart.org/00281/images/abraham-storck/practice-fight-of-the-dutch-fleet-in-the-honour-of-tzar-peter-the-great-1-sept-1697-by-abrakham-1.JPG!Large.JPG,abraham-storck,marina,,Baroque,,1.0,1.0
Four Days Battle,9223372032559847869,Storck Abraham,,https://uploads1.wikiart.org/00281/images/abraham-storck/nmm-nmmg-bhc0286-001.jpg!Large.jpg,abraham-storck,marina,,Baroque,,1.0,1.0
Målningen Fyradagarslaget (1-4 Juni 1666),9223372032559847870,Storck Abraham,,https://uploads5.wikiart.org/00281/images/abraham-storck/hallwylska-museet-2012-tavelgalleriet-by-holger-motzkau-38-1.jpg!Large.jpg,abraham-storck,marina,,Baroque,,1.0,1.0
Hamn,9223372032559847871,Storck Abraham,,https://uploads4.wikiart.org/00281/images/abraham-storck/hamnbild-fl-jtskepp-sj-historiska-museet-o-11988-1.jpg!Large.jpg,abraham-storck,marina,,Baroque,,1.0,1.0
Mediterranean Harbour Scene,9223372032559847872,Storck Abraham,,https://uploads7.wikiart.org/00281/images/abraham-storck/abraham-storck-mediterranean-harbour-scene-wga21819-1.jpg!Large.jpg,abraham-storck,marina,,Baroque,,1.0,1.0
Beach View,9223372032559847864,Storck Abraham,,https://uploads2.wikiart.org/00281/images/abraham-storck/beach-view-with-boats-by-abraham-storck-mauritshuis-174-1.jpg!Large.jpg,abraham-storck,marina,,Baroque,,1.0,1.0
Boats at a Mooring Place,9223372032559847865,Storck Abraham,,https://uploads5.wikiart.org/00281/images/abraham-storck/boats-at-a-mooring-place-by-abraham-storck-mauritshuis-173-1.jpg!Large.jpg,abraham-storck,marina,,Baroque,,1.0,1.0
Fecit,9223372032559847866,Storck Abraham,,https://uploads1.wikiart.org/00281/images/abraham-storck/busy-harbour-by-abraham-jansz-storck-1.jpg!Large.jpg,abraham-storck,"marina, cloudscape",,Baroque,,1.0,1.0
Czar Peter the Great on Board of His Yacht En Route to the Pieter En Paul,9223372032559847867,Storck Abraham,,https://uploads8.wikiart.org/00281/images/abraham-storck/czar-peter-en-route-to-the-newly-built-fregate-peter-and-paul-1.jpg!Large.jpg,abraham-storck,marina,,Baroque,,1.0,1.0
View of a Harbour on the Zuiderzee,9223372032559847860,Storck Abraham,,https://uploads5.wikiart.org/00281/images/abraham-storck/abraham-storck-view-of-a-harbour-on-the-zuiderzee-wga21817-1.jpg!Large.jpg,abraham-storck,marina,,Baroque,,1.0,1.0
Vue D'un Port Méridional,9223372032559847861,Storck Abraham,,https://uploads4.wikiart.org/00281/images/abraham-storck/abraham-storck-vue-d-un-port-m-ridional-1.jpg!Large.jpg,abraham-storck,marina,,Baroque,,1.0,1.0
Voiliers,9223372032559847862,Storck Abraham,,https://uploads7.wikiart.org/00281/images/abraham-storck/abraham-storck-zeilboten-1.jpg!Large.jpg,abraham-storck,marina,,Baroque,,1.0,1.0
Southern Port with Figures and Ships,9223372032559847863,Storck Abraham,,https://uploads3.wikiart.org/00281/images/abraham-storck/abraham-storck-painting-of-a-southern-port-with-figures-and-ships-1.jpg!Large.jpg,abraham-storck,marina,,Baroque,,1.0,1.0
The Four Days’ Battle,9223372032559847859,Storck Abraham,,https://uploads0.wikiart.org/00281/images/abraham-storck/abraham-storck-the-four-days-battle-84-31-minneapolis-institute-of-arts-1.jpg!Large.jpg,abraham-storck,marina,,Baroque,,1.0,1.0
"Bâteaux Et Personnages À L'entrée D'un Port, Le Dôme D'une Église À L'arrière-plan",9223372032559847856,Storck Abraham,,https://uploads3.wikiart.org/00281/images/abraham-storck/abraham-storck-ships-at-the-entrance-of-a-port-the-dome-of-a-church-in-the-background.jpg!Large.jpg,abraham-storck,"marina, cityscape",,Baroque,,1.0,1.0
Schepen Op Kalme Zee,9223372032559847850,Storck Abraham,,https://uploads7.wikiart.org/00281/images/abraham-storck/abraham-storck-schepen-op-kalme-zee-0066-rijksmuseum-twenthe-1.jpg!Large.jpg,abraham-storck,marina,,Baroque,,1.0,1.0
Shipping,9223372032559847851,Storck Abraham,,https://uploads6.wikiart.org/00281/images/abraham-storck/abraham-storck-shipping-wga21820-1.jpg!Large.jpg,abraham-storck,"marina, cloudscape",,Baroque,,1.0,1.0
Italianate Park Landscape,9223372032559847842,Storck Abraham,,https://uploads5.wikiart.org/00281/images/abraham-storck/abraham-storck-italianate-park-landscape-wga21818-1.jpg!Large.jpg,abraham-storck,"marina, landscape",,Baroque,,1.0,1.0
Die Niederländische Flotte Auf Der Reede Vor Amsterdam,9223372032559847844,Storck Abraham,,https://uploads8.wikiart.org/00281/images/abraham-storck/abraham-storck-la-flotte-hollandaise-dans-la-rade-d-amsterdam-1.jpg!Large.jpg,abraham-storck,marina,,Baroque,,1.0,1.0
Tableau De Marine,9223372032559847846,Storck Abraham,,https://uploads4.wikiart.org/00281/images/abraham-storck/abraham-storck-marine-1.jpg!Large.jpg,abraham-storck,marina,,Baroque,,1.0,1.0
Gezicht Op Het Ij Bij Amsterdam,9223372032559847834,Storck Abraham,,https://uploads0.wikiart.org/00281/images/abraham-storck/abraham-storck-gezicht-op-het-ij-bij-amsterdam-0068-rijksmuseum-twenthe-1.jpg!Large.jpg,abraham-storck,marina,,Baroque,,1.0,1.0
Harbour Scene,9223372032559847836,Storck Abraham,,https://uploads2.wikiart.org/00281/images/abraham-storck/abraham-storck-harbour-scene-s-1994-258-finnish-national-gallery-1.jpg!Large.jpg,abraham-storck,marina,,Baroque,,1.0,1.0
Hollandse Haven in De Winter,9223372032559847838,Storck Abraham,,https://uploads1.wikiart.org/00281/images/abraham-storck/abraham-storck-hollandse-haven-in-de-winter-1832-ok-museum-boijmans-van-beuningen-1.jpg!Large.jpg,abraham-storck,"marina, cloudscape",,Baroque,,1.0,1.0
Italiaanse Haven,9223372032559847840,Storck Abraham,,https://uploads7.wikiart.org/00281/images/abraham-storck/abraham-storck-italiaanse-haven-1831-ok-museum-boijmans-van-beuningen-1.jpg!Large.jpg,abraham-storck,marina,,Baroque,,1.0,1.0
Fischerboote Im Sturm Vor Der Holländischen Küste Bei Den Helder,9223372032559847831,Storck Abraham,,https://uploads2.wikiart.org/00281/images/abraham-storck/abraham-storck-fishing-boats-in-a-storm-off-the-dutch-coast-at-den-helder-1.jpg!Large.jpg,abraham-storck,"marina, cloudscape",,Baroque,,1.0,1.0
Dutch Shipping in An Estuary,9223372032559847828,Storck Abraham,,https://uploads8.wikiart.org/00281/images/abraham-storck/abraham-storck-dutch-shipping-in-an-estuary-1.jpg!Large.jpg,abraham-storck,marina,,Baroque,,1.0,1.0
Een rivierzicht,9223372032559847829,Storck Abraham,,https://uploads4.wikiart.org/00281/images/abraham-storck/abraham-storck-een-rivierzicht-1.jpg!Large.jpg,abraham-storck,marina,,Baroque,,1.0,1.0
A Dutch Ship Entering a Mediterranean Port,9223372032559847817,Storck Abraham,,https://uploads4.wikiart.org/00281/images/abraham-storck/abraham-storck-a-dutch-ship-entering-a-mediterranean-port-1.jpg!Large.jpg,abraham-storck,"marina, cloudscape",,Baroque,,1.0,1.0
A Dutch Yacht on the River Y,9223372032559847820,Storck Abraham,,https://uploads8.wikiart.org/00281/images/abraham-storck/abraham-storck-a-dutch-yacht-on-the-river-y-1.jpg!Large.jpg,abraham-storck,"marina, cloudscape",,Baroque,,1.0,1.0
Walfänger im Eismeer,9223372032559847815,Storck Abraham,,https://uploads5.wikiart.org/00281/images/abraham-storck/abraham-storck-attr-walf-nger-im-eismeer-1.jpg!Large.jpg,abraham-storck,marina,,Baroque,,1.0,1.0
A southern port scene with numerous figures on a quayside,9223372032559847814,Storck Abraham,,https://uploads4.wikiart.org/00281/images/abraham-storck/a-southern-port-scene-with-numerous-figures-on-a-quayside-1.jpg!Large.jpg,abraham-storck,"marina, cloudscape",,Baroque,,1.0,1.0
A Dutch Ship Passing a Fort,9223372032559847812,Storck Abraham,,https://uploads7.wikiart.org/00281/images/abraham-storck/a-dutch-ship-passing-a-fort-rmg-bhc0928fxd-1.jpg!Large.jpg,abraham-storck,"marina, cloudscape",,Baroque,,1.0,1.0
Self Portrait,9223372032559847805,Storck Abraham,,https://uploads7.wikiart.org/00281/images/abraham-storck/abraham-storck-1635-1710-by-abraham-storck-1.jpg!Large.jpg,abraham-storck,self-portrait,,Baroque,,1.0,1.0
Die Reede Von Enkhuizen,9223372032559847802,Storck Abraham,,https://uploads8.wikiart.org/00281/images/abraham-storck/abraham-storck-de-rede-van-enkhuizen.jpg!Large.jpg,abraham-storck,marina,,Baroque,,1.0,1.0
Walfang Im Polarmeer,9223372032559847803,Storck Abraham,,https://uploads4.wikiart.org/00281/images/abraham-storck/abraham-storck-walvisvangst-in-de-poolzee.jpg!Large.jpg,abraham-storck,marina,,Baroque,,1.0,1.0
An Italian Harbor,9223372032559847800,Storck Abraham,,https://uploads7.wikiart.org/00281/images/abraham-storck/an-italian-harbor-by-abraham-storck-rijksdienst-voor-het-cultureel-erfgoed-b2733.jpg!Large.jpg,abraham-storck,marina,,Baroque,,1.0,1.0
Passion,9223372032559863133,￿,2000.0,https://uploads5.wikiart.org/00322/images/abu-faisal/unnamed.jpg!Large.jpg,abu-faisal,abstract,,,,1.0,1.0
SAIRA,9223372032559863147,￿,2003.0,https://uploads5.wikiart.org/00322/images/abu-faisal/saira-1.jpg!Large.jpg,abu-faisal,figurative,,,,1.0,1.0
Faces,9223372032559863134,￿,2005.0,https://uploads8.wikiart.org/00322/images/abu-faisal/images-1-1.jpg!Large.jpg,abu-faisal,figurative,,,,1.0,1.0
Sea Heat,9223372032559863138,￿,2009.0,https://uploads3.wikiart.org/00322/images/abu-faisal/calor-de-mar-2.jpg!Large.jpg,abu-faisal,abstract,,,,1.0,1.0
Gladiador,9223372032559863141,￿,2016.0,https://uploads5.wikiart.org/00322/images/abu-faisal/pueblo-noche-1-1.jpg!Large.jpg,abu-faisal,abstract,,,,1.0,1.0
Peoples,9223372032559863135,￿,2017.0,https://uploads5.wikiart.org/00322/images/abu-faisal/pueblos.jpg!Large.jpg,abu-faisal,abstract,,,,1.0,1.0
AFGHANA,9223372032559863146,￿,2017.0,https://uploads5.wikiart.org/00322/images/abu-faisal/afghana.jpg!Large.jpg,abu-faisal,figurative,,,,1.0,1.0
Vincent,9223372032559863148,￿,2017.0,https://uploads3.wikiart.org/00322/images/abu-faisal/sol-1.jpg!Large.jpg,abu-faisal,portrait,,,,1.0,1.0
Gulf,9223372032559863137,￿,2018.0,https://uploads4.wikiart.org/00322/images/abu-faisal/gulf-1.jpg!Large.jpg,abu-faisal,figurative,,,,1.0,1.0
Color Encounter,9223372032559863139,￿,2018.0,https://uploads8.wikiart.org/00322/images/abu-faisal/encuentro-color-3-1.jpg!Large.jpg,abu-faisal,abstract,,,,1.0,1.0
Patricia,9223372032559863143,￿,2018.0,https://uploads5.wikiart.org/00322/images/abu-faisal/patricia-copia-1.jpg!Large.jpg,abu-faisal,figurative,,,,1.0,1.0
Jamaica,9223372032559863144,￿,2018.0,https://uploads7.wikiart.org/00322/images/abu-faisal/jamaica-1.jpg!Large.jpg,abu-faisal,abstract,,,,1.0,1.0
El Gorrión de Paris,9223372032559863154,￿,2018.0,https://uploads8.wikiart.org/00322/images/abu-faisal/el-gorrion-de-paris.jpg!Large.jpg,abu-faisal,figurative,,,,1.0,1.0
EL MUSICO DE KABUL,9223372032559863165,￿,2018.0,https://uploads7.wikiart.org/00323/images/abu-faisal/el-musico-de-kabul.jpg!Large.jpg,abu-faisal,figurative,,,,1.0,1.0
Abu Faisal Sergio Tapia Painter,9223372032559905819,￿,2019.0,https://uploads6.wikiart.org/00435/images/abu-faisal/abufaisalpainter.jpg!Large.jpg,abu-faisal,figurative,,"Impressionism, Contemporary",,1.0,1.0
Bella,9223372032559863132,￿,2019.0,https://uploads5.wikiart.org/00322/images/abu-faisal/bella-1.jpg!Large.jpg,abu-faisal,figurative,,,,1.0,1.0
África,9223372032559863136,￿,2019.0,https://uploads5.wikiart.org/00322/images/abu-faisal/image-1.jpg!Large.jpg,abu-faisal,figurative,,,,1.0,1.0
Color1,9223372032559863140,￿,2019.0,https://uploads8.wikiart.org/00322/images/abu-faisal/color1-1-2.jpg!Large.jpg,abu-faisal,abstract,,,,1.0,1.0
WAR ON HUMANITY,9223372032559863142,￿,2019.0,https://uploads3.wikiart.org/00322/images/abu-faisal/guerra-a-la-humanidad-1.jpg!Large.jpg,abu-faisal,figurative,,,,1.0,1.0
Bagdad  Coffee,9223372032559863145,￿,2019.0,https://uploads1.wikiart.org/00322/images/abu-faisal/cafebagdad-1.jpg!Large.jpg,abu-faisal,figurative,,,,1.0,1.0
Alger Cafe,9223372032559863149,￿,2019.0,https://uploads0.wikiart.org/00322/images/abu-faisal/cafealger-1.jpg!Large.jpg,abu-faisal,figurative,,,,1.0,1.0
Sahara,9223372032559863150,￿,2019.0,https://uploads4.wikiart.org/00322/images/abu-faisal/sahara.jpg!Large.jpg,abu-faisal,figurative,,,,1.0,1.0
Muscat,9223372032559863152,￿,2019.0,https://uploads4.wikiart.org/00322/images/abu-faisal/muscat.jpg!Large.jpg,abu-faisal,figurative,,,,1.0,1.0
Pescadores,9223372032559863166,￿,2019.0,https://uploads5.wikiart.org/00323/images/abu-faisal/800px-pescadores.png!Large.png,abu-faisal,figurative,,,,1.0,1.0
Gallo Rebelde,9223372032559863173,￿,2020.0,https://uploads8.wikiart.org/00323/images/abu-faisal/abufaisal2.jpg!Large.jpg,abu-faisal,figurative,,,,1.0,1.0
